tier,class_group,classification,structural_path,row_id,row_title,row_index,object_index,object_id,title,description_plain,description_html,cost_summary,required_titles,required_ids,incompatible_titles,incompatible_ids,complex_conditions_json,scores_json,addons_json,requirements_raw_json
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,10,yn3f,(Mover) Stamina,"You possess a limitless amount of physical and mental stamina, applying to all natural forms of exertion—including any effort enhanced by powers—so long as that exertion remains fundamentally tied to your own body or mind.

If you have a power that lets you run faster, punch harder, or think more clearly, and it still depends on your muscles or mental focus, you can sustain it indefinitely. Fatigue, exhaustion, and burnout are no longer part of your existence. You can run, lift, concentrate, or push yourself at full intensity forever, without your will faltering or your performance fading. This doesn’t enhance your raw strength, speed, or intelligence; it simply means you’ll never tire, no matter the duration or effort involved.

However, for powers that use stamina as a discrete resource and don’t rely directly on your body or mind, you aren’t treated as having infinite reserves. Instead, your stamina pool is multiplied by ten and regenerates at one hundred times the normal rate. If this pool is ever fully depleted, you suffer no lasting fatigue—only the temporary inability to power that specific ability until it replenishes.","You possess a limitless amount of physical and mental stamina, applying to all natural forms of exertion—including any effort enhanced by powers—so long as that exertion remains fundamentally tied to your own body or mind.

If you have a power that lets you run faster, punch harder, or think more clearly, and it still depends on your muscles or mental focus, you can sustain it indefinitely. Fatigue, exhaustion, and burnout are no longer part of your existence. You can run, lift, concentrate, or push yourself at full intensity <i>forever,</i> without your will faltering or your performance fading. This doesn’t enhance your raw strength, speed, or intelligence; it simply means you’ll never tire, no matter the duration or effort involved.

However, for powers that use stamina as a discrete resource and don’t rely directly on your body or mind, you aren’t treated as having infinite reserves. Instead, your stamina pool is multiplied by ten and regenerates at one hundred times the normal rate. If this pool is ever fully depleted, you suffer no lasting fatigue—only the temporary inability to power that specific ability until it replenishes.",3 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""3"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover/Thinker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,11,p2li,(Mover/Thinker) Blink and you Miss it.,"You have absolute awareness of any and all matter within 5 meters of yourself, and can teleport to anywhere within 4 meters of yourself. Your cool down is half a second. All living beings in the spot you're teleporting to will be teleported just outside where you chose to teleport.","You have absolute awareness of any and all matter within 5 meters of yourself, and can teleport to anywhere within 4 meters of yourself. Your cool down is half a second. All living beings in the spot you're teleporting to will be teleported just outside where you chose to teleport.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,12,8hic,(Mover) Summoning,You can summon anyone you've ever seen to any location within 10 feet of you as long as there is enough open space. The person you are attempting to summon is aware that you are attempting to summon them and can refuse if they so wish. This works on people you have seen an accurate image of. This does not work across dimensions.,You can summon anyone you've ever seen to any location within 10 feet of you as long as there is enough open space. The person you are attempting to summon is aware that you are attempting to summon them and can refuse if they so wish. This works on people you have seen an accurate image of. This does not work across dimensions.,4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,13,nj6c,(Mover) What He's Having,"At will, you can target any object in your line of sight and 'lock' yourself to it. While 'locked', you always maintain the same relative position to it that you had when you first activated this ability. You can 'unlock' yourself at any time, disabling this effect. You are immune to friction while this power is active. Breaking the line of sight does not disable the 'locking' effect.","At will, you can target any object in your line of sight and 'lock' yourself to it. While 'locked', you always maintain the same relative position to it that you had when you first activated this ability. You can 'unlock' yourself at any time, disabling this effect. You are immune to friction while this power is active. Breaking the line of sight does not disable the 'locking' effect.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,14,35bw,(Mover) Run Away!,"You move faster when running away from a target. Your speed increases based on the speed you are being chased. If there is no one chasing you, your speed returns to normal. Your speed will always be the speed you can move at, plus the speed people are chasing you at. This means you can always outrun whoever chases you unless they can teleport.","You move faster when running away from a target. Your speed increases based on the speed you are being chased. If there is no one chasing you, your speed returns to normal. Your speed will always be the speed you can move at, plus the speed people are chasing you at. This means you can always outrun whoever chases you unless they can teleport.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,15,mmcyey,(Mover) Initial Dodge,"You automatically evade the first attack directed at you, regardless of its nature or magnitude. Whether the attack is a minor strike or one capable of devastating an entire area, your power will instantly relocate you just outside the range of danger. This extends to evading surprise or stealth attacks. This effect applies only to the initial attack, meaning any subsequent strikes will proceed as normal and can potentially hit you. This resets once combat ends.","You automatically evade the first attack directed at you, regardless of its nature or magnitude. Whether the attack is a minor strike or one capable of devastating an entire area, your power will instantly relocate you just outside the range of danger. This extends to evading surprise or stealth attacks. This effect applies only to the initial attack, meaning any subsequent strikes will proceed as normal and can potentially hit you. This resets once combat ends.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover/Thinker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,16,bruech,(Mover/Thinker) Infiltrator,"You possess a mastery of entry and escape, making you a true expert in navigating barriers. Whether it’s a high-security compound or a locked vault, you instinctively analyze the structure, spotting weak points and assessing the level of difficulty with startling precision. This grants you an intuitive sense of how “escapable” or “break-inable” any location is, as well as the best actions and plans to maximize your chances of success. While it can't overcome the truly impossible, your skill ensures that, given enough time and resources, most barriers will fall before your expertise.","You possess a mastery of entry and escape, making you a true expert in navigating barriers. Whether it’s a high-security compound or a locked vault, you instinctively analyze the structure, spotting weak points and assessing the level of difficulty with startling precision. This grants you an intuitive sense of how “escapable” or “break-inable” any location is, as well as the best actions and plans to maximize your chances of success. While it can't overcome the truly impossible, your skill ensures that, given enough time and resources, most barriers will fall before your expertise.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]","[{""addon_index"": 0, ""title"": ""Batman"", ""description_html"": ""You aren’t actually Batman, but you emulate his legendary skill in stealth and infiltration. You have an uncanny knack for slipping into places where you shouldn’t be, leaving no trace behind. Your movements are so fluid and deliberate that even the most advanced security systems struggle to keep up. Guards overlook you as if you’re part of the shadows, and even when spotted, your quick thinking and agility allow you to evade pursuit with ease.\n\nYou can bypass complex security systems, patrols, and even evade high-tech measures like motion sensors or laser grids. While you can’t outright vanish into thin air, your presence becomes so subtle that you might as well have. In moments of extreme focus, you may even exploit minor distractions or environmental factors to become functionally invisible for brief periods."", ""description_plain"": ""You aren’t actually Batman, but you emulate his legendary skill in stealth and infiltration. You have an uncanny knack for slipping into places where you shouldn’t be, leaving no trace behind. Your movements are so fluid and deliberate that even the most advanced security systems struggle to keep up. Guards overlook you as if you’re part of the shadows, and even when spotted, your quick thinking and agility allow you to evade pursuit with ease.\n\nYou can bypass complex security systems, patrols, and even evade high-tech measures like motion sensors or laser grids. While you can’t outright vanish into thin air, your presence becomes so subtle that you might as well have. In moments of extreme focus, you may even exploit minor distractions or environmental factors to become functionally invisible for brief periods."", ""requirements_raw"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""m819"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""required"": [{""id"": ""m819"", ""resolved"": true, ""matches"": [{""title"": ""(Stranger) Stealthy"", ""row_id"": ""hyzg"", ""row_title"": ""Tier 1 - Stranger"", ""row_index"": 85, ""object_index"": 14}]}], ""incompatible"": [], ""complex_conditions"": [], ""scores"": [], ""raw_text_safe"": {""id"": ""4m6nsb7t"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""m819"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""template"": 1, ""text"": ""You aren’t actually Batman, but you emulate his legendary skill in stealth and infiltration. You have an uncanny knack for slipping into places where you shouldn’t be, leaving no trace behind. Your movements are so fluid and deliberate that even the most advanced security systems struggle to keep up. Guards overlook you as if you’re part of the shadows, and even when spotted, your quick thinking and agility allow you to evade pursuit with ease.\n\nYou can bypass complex security systems, patrols, and even evade high-tech measures like motion sensors or laser grids. While you can’t outright vanish into thin air, your presence becomes so subtle that you might as well have. In moments of extreme focus, you may even exploit minor distractions or environmental factors to become functionally invisible for brief periods."", ""title"": ""Batman""}}]",[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,17,l3ot,(Mover) Ground Diver,"You can move through sand, earth, and gravel like a fish through water.

You can dig through solid stone or stone-like materials at significantly reduced speeds.

You will not need to breathe while underground and will possess an innate sense of direction.","You can move through sand, earth, and gravel like a fish through water.

You can dig through solid stone or stone-like materials at significantly reduced speeds.

You will not need to breathe while underground and will possess an innate sense of direction.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]","[{""addon_index"": 0, ""title"": ""Highway to Hell"", ""description_html"": ""Dirt is tough to swim through, but you don't have to anymore. Instead, you can act like it's just air, allowing you to walk, run, or just stand in it without a lick of resistance. The ground is displaced when you enter it, but returns to its original position quickly.\n\nThis isn't limited to just dirt; this is applied to stone, metal, and just about anything that isn't organic."", ""description_plain"": ""Dirt is tough to swim through, but you don't have to anymore. Instead, you can act like it's just air, allowing you to walk, run, or just stand in it without a lick of resistance. The ground is displaced when you enter it, but returns to its original position quickly.\n\nThis isn't limited to just dirt; this is applied to stone, metal, and just about anything that isn't organic."", ""requirements_raw"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""6tkm"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""required"": [{""id"": ""6tkm"", ""resolved"": true, ""matches"": [{""title"": ""(Mover) Stairway to Heaven"", ""row_id"": ""tc7n"", ""row_title"": ""Tier 1 - Mover"", ""row_index"": 74, ""object_index"": 8}]}], ""incompatible"": [], ""complex_conditions"": [], ""scores"": [], ""raw_text_safe"": {""id"": ""untz9lo8"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""6tkm"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""template"": 1, ""text"": ""Dirt is tough to swim through, but you don't have to anymore. Instead, you can act like it's just air, allowing you to walk, run, or just stand in it without a lick of resistance. The ground is displaced when you enter it, but returns to its original position quickly.\n\nThis isn't limited to just dirt; this is applied to stone, metal, and just about anything that isn't organic."", ""title"": ""Highway to Hell""}}]",[]
Tier 1,Mover,Mover/Changer,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,18,up9a2e,(Mover/Changer) Springs,"You can use your elastic energy, changing your body to be more spring-like, to bounce and rebound for greater momentum. You can compress a body part or your entire body, being stretchable and compressible enough to store a greater amount of elastic energy than the best compression springs. What’s more, you can shore up elastic force to continuously gain greater momentum and impact inertia with every continual rebound that stacks speed and force the more you bounce around.","You can use your elastic energy, changing your body to be more spring-like, to bounce and rebound for greater momentum. You can compress a body part or your entire body, being stretchable and compressible enough to store a greater amount of elastic energy than the best compression springs. What’s more, you can shore up elastic force to continuously gain greater momentum and impact inertia with every continual rebound that stacks speed and force the more you bounce around.",4 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""4"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]","[{""addon_index"": 0, ""title"": ""Kinetic Ricochet"", ""description_html"": ""Your body is a perpetual motion system, cycling kinetic energy through every movement with explosive efficiency. Each sprint, jump, or strike coils energy into your sinews and spring-like form, allowing you to store and release force in a continuous feedback loop. Instead of slowing down, every impact fuels the next, letting you ricochet off surfaces, twist mid-air, and accelerate with every rebound. You move like a living pinball, seamlessly chaining momentum into greater speed and power, making you nearly impossible to predict or catch.\n\nThis kinetic buildup doesn’t just enhance movement—it turns every action into a weapon. Landings create shockwaves, strikes detonate with stored force, and even a simple step can rupture the ground beneath you. If an opponent blocks or absorbs a hit, the energy doesn’t dissipate—it transfers, ready to explode on the next impact. Whether evading, attacking, or traversing terrain, your motion never goes to waste. The longer you move, the stronger you become, and as long as there’s something to push off, you can keep building momentum indefinitely."", ""description_plain"": ""Your body is a perpetual motion system, cycling kinetic energy through every movement with explosive efficiency. Each sprint, jump, or strike coils energy into your sinews and spring-like form, allowing you to store and release force in a continuous feedback loop. Instead of slowing down, every impact fuels the next, letting you ricochet off surfaces, twist mid-air, and accelerate with every rebound. You move like a living pinball, seamlessly chaining momentum into greater speed and power, making you nearly impossible to predict or catch.\n\nThis kinetic buildup doesn’t just enhance movement—it turns every action into a weapon. Landings create shockwaves, strikes detonate with stored force, and even a simple step can rupture the ground beneath you. If an opponent blocks or absorbs a hit, the energy doesn’t dissipate—it transfers, ready to explode on the next impact. Whether evading, attacking, or traversing terrain, your motion never goes to waste. The longer you move, the stronger you become, and as long as there’s something to push off, you can keep building momentum indefinitely."", ""requirements_raw"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""SinewCoil"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""required"": [{""id"": ""SinewCoil"", ""resolved"": true, ""matches"": [{""title"": ""Brute/Mover (Sinew Coils)"", ""row_id"": ""group--te9w19"", ""row_title"": ""Tier 0 / Lesser Powers (Page 2)"", ""row_index"": 72, ""object_index"": 6}]}], ""incompatible"": [], ""complex_conditions"": [], ""scores"": [], ""raw_text_safe"": {""id"": ""lxow4q92"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""SinewCoil"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""template"": 1, ""text"": ""Your body is a perpetual motion system, cycling kinetic energy through every movement with explosive efficiency. Each sprint, jump, or strike coils energy into your sinews and spring-like form, allowing you to store and release force in a continuous feedback loop. Instead of slowing down, every impact fuels the next, letting you ricochet off surfaces, twist mid-air, and accelerate with every rebound. You move like a living pinball, seamlessly chaining momentum into greater speed and power, making you nearly impossible to predict or catch.\n\nThis kinetic buildup doesn’t just enhance movement—it turns every action into a weapon. Landings create shockwaves, strikes detonate with stored force, and even a simple step can rupture the ground beneath you. If an opponent blocks or absorbs a hit, the energy doesn’t dissipate—it transfers, ready to explode on the next impact. Whether evading, attacking, or traversing terrain, your motion never goes to waste. The longer you move, the stronger you become, and as long as there’s something to push off, you can keep building momentum indefinitely."", ""title"": ""Kinetic Ricochet""}}]",[]
Tier 1,Mover,Mover/Striker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,19,ktjc,(Mover/Striker) Hotwheels,"You can convert and store heat energy and later release it as kinetic energy from anywhere on your body. The release of kinetic energy won't hurt you... directly. If you release the force of a bomb from your hand, your hand will be fine, but if you hit a wall, you will be hurt by that.","You can convert and store heat energy and later release it as kinetic energy from anywhere on your body. The release of kinetic energy won't hurt you... directly. If you release the force of a bomb from your hand, your hand will be fine, but if you hit a wall, you will be hurt by that.",5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,20,znv6,(Mover) Flying Sword,"You can utilize a sword, be it of Western or Eastern origin, to achieve flight while positioned on top of it. The maximum speed is determined by your body's abilities or capped at Mach 2.","You can utilize a sword, be it of Western or Eastern origin, to achieve flight while positioned on top of it. The maximum speed is determined by your body's abilities or capped at Mach 2.",5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,21,dhef,(Mover) Warp Step,"You possess the power to warp the space between you and your destination to close the distance with a single step. The distance you can travel in a single step is determined by the length of your maximum sprinting distance; this ability allows you to swiftly transport yourself, avoiding the time otherwise required to travel by foot or any other means.","You possess the power to warp the space between you and your destination to close the distance with a single step. The distance you can travel in a single step is determined by the length of your maximum sprinting distance; this ability allows you to swiftly transport yourself, avoiding the time otherwise required to travel by foot or any other means.",5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover/Shaker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,22,hlom,(Mover/Shaker) Inc Incorporated,"You can create a paint-like substance from your hands that you can throw to cover an area. You can enter any paint mark created by your power and emerge from any other paint mark you have created. Any paint mark you create will degrade to the point of uselessness over several days, and using them will cause them to degrade significantly faster.","You can create a paint-like substance from your hands that you can throw to cover an area. You can enter any paint mark created by your power and emerge from any other paint mark you have created. Any paint mark you create will degrade to the point of uselessness over several days, and using them will cause them to degrade significantly faster.",5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover/Shaker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,23,ktej,(Mover/Shaker) Position Control,You can switch the location of any two people as long as the difference in mass is no larger than 50% of the larger of the two.,You can switch the location of any two people as long as the difference in mass is no larger than 50% of the larger of the two.,5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover/Shaker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,24,u45r,(Mover/Shaker) Portal,"You can create a permanent pair of portals that bridges the gap between two points in space. The more accurate your knowledge of a location is, the quicker it is to make portals that connect to it, with locations you can directly perceive being instant. Your portals may be in any form you desire, but each may have up to a maximum surface area of 10m^2. There is a slight gap in the bridge between the portals that may cause a slight delay due to the need for them to perfectly sync with each other. Your portals must be created in empty space, though anything can go through them, and it is a two-way connection. You may have only one pair of portals active at a time, but you may destroy them at will.","You can create a permanent pair of portals that bridges the gap between two points in space. The more accurate your knowledge of a location is, the quicker it is to make portals that connect to it, with locations you can directly perceive being instant. Your portals may be in any form you desire, but each may have up to a maximum surface area of 10m^2. There is a slight gap in the bridge between the portals that may cause a slight delay due to the need for them to perfectly sync with each other. Your portals must be created in empty space, though anything can go through them, and it is a two-way connection. You may have only one pair of portals active at a time, but you may destroy them at will.",5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Mover,Mover/Striker,Project V17/Powers/Shard/Tier 1/Mover,tc7n,Tier 1 - Mover,74,25,yxvz,(Mover/Striker) Gravitational Shift,"You can alter gravity's influence on your body to fly and launch yourself at high speeds. Anyone you touch can also have their gravity altered, although this stops once you stop touching them. You are immune to the fall damage you receive when colliding with something at high speeds.","You can alter gravity's influence on your body to fly and launch yourself at high speeds. Anyone you touch can also have their gravity altered, although this stops once you stop touching them. You are immune to the fall damage you receive when colliding with something at high speeds.",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
